mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,14,288,2,NG,0,2,pos+ngs_shank,anchored,0.12127600312392478,-0.0004099707076858916,-0.0026360493831310006,0.002226078675445109
20,14,288,2,NG,0,2,pos+ngs_shank,non_anchored,0.8787239968760752,-0.001912021767472405,-0.0013111388071391783,-0.0006008829603332266
20,14,288,2,NG,1,32,pos+ngs_shank,anchored,0.12127600312392478,-0.0005579882920878632,-0.0026360493831310006,0.0020780610910431374
20,14,288,2,NG,1,32,pos+ngs_shank,non_anchored,0.8787239968760752,0.0024171554542887774,-0.0013111388071391783,0.0037282942614279557
20,14,288,2,NG,2,53,pos+ngs_shank,anchored,0.12127600312392478,-0.00500015518396113,-0.0026360493831310006,-0.0023641058008301297
20,14,288,2,NG,2,53,pos+ngs_shank,non_anchored,0.8787239968760752,0.006226078052502526,-0.0013111388071391783,0.007537216859641704
20,14,288,2,NG,3,21,pos+ngs_shank,anchored,0.12127600312392478,-0.005047426961409807,-0.0026360493831310006,-0.002411377578278806
20,14,288,2,NG,3,21,pos+ngs_shank,non_anchored,0.8787239968760752,0.0006636923199063727,-0.0013111388071391783,0.001974831127045551
20,15,288,3,NG,0,1,pos+ngs_shank,anchored,0.07000611155314168,0.0005123422321755555,-0.0010404217938226878,0.0015527640259982434
20,15,288,3,NG,0,1,pos+ngs_shank,non_anchored,0.9299938884468583,-0.004492144956748767,-0.0036684681408247766,-0.0008236768159239904
20,15,288,3,NG,1,24,pos+ngs_shank,anchored,0.07000611155314168,-0.009977917824731009,-0.0010404217938226878,-0.00893749603090832
20,15,288,3,NG,1,24,pos+ngs_shank,non_anchored,0.9299938884468583,-0.002702972530932213,-0.0036684681408247766,0.0009654956098925638
20,15,288,3,NG,2,10,pos+ngs_shank,anchored,0.07000611155314168,-0.007538294447961391,-0.0010404217938226878,-0.006497872654138703
20,15,288,3,NG,2,10,pos+ngs_shank,non_anchored,0.9299938884468583,-0.002754020800514567,-0.0036684681408247766,0.0009144473403102094
20,15,288,3,NG,3,14,pos+ngs_shank,anchored,0.07000611155314168,-0.004607199916853988,-0.0010404217938226878,-0.0035667781230313
20,15,288,3,NG,3,14,pos+ngs_shank,non_anchored,0.9299938884468583,0.004658655338084183,-0.0036684681408247766,0.00832712347890896
20,16,288,3,NG,0,28,pos+ngs_shank,anchored,0.156572602694328,0.04272488018171783,0.017960054086290644,0.024764826095427184
20,16,288,3,NG,0,28,pos+ngs_shank,non_anchored,0.843427397305672,0.03868370438430346,0.023261586231965836,0.015422118152337627
20,16,288,3,NG,1,36,pos+ngs_shank,anchored,0.156572602694328,0.03858670327490665,0.017960054086290644,0.02062664918861601
20,16,288,3,NG,1,36,pos+ngs_shank,non_anchored,0.843427397305672,0.03875622231342468,0.023261586231965836,0.015494636081458846
20,16,288,3,NG,2,46,pos+ngs_shank,anchored,0.156572602694328,0.038851437239348585,0.017960054086290644,0.02089138315305794
20,16,288,3,NG,2,46,pos+ngs_shank,non_anchored,0.843427397305672,0.03888950373730904,0.023261586231965836,0.015627917505343203
20,16,288,3,NG,3,54,pos+ngs_shank,anchored,0.156572602694328,0.03399860514711428,0.017960054086290644,0.016038551060823636
20,16,288,3,NG,3,54,pos+ngs_shank,non_anchored,0.843427397305672,0.03850233854646523,0.023261586231965836,0.015240752314499395
